datetime,price
2025-12-24 22:40:00+00:00,1047.483
2025-12-24 22:41:00+00:00,1049.3464
2025-12-24 22:42:00+00:00,1049.887
2025-12-24 22:43:00+00:00,1052.5468
2025-12-24 22:44:00+00:00,1050.9481
